"Name","Team","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH","IFH%","BUH","BUH%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"Andrew Knapp","PHI",".303","1.08","25.9%","38.4%","35.7%","5.0%","10.0%","3","7.0%","0","0.0%","40.4%","42.1%","17.5%","14.0%","53.5%","32.5%","14942"
"Max Kepler","MIN",".236","0.82","15.9%","37.8%","46.2%","10.8%","9.9%","7","4.2%","0","0.0%","43.1%","32.3%","24.6%","19.4%","43.5%","37.1%","12144"
"Lorenzo Cain","MIL",".357","2.37","22.4%","54.6%","23.0%","6.8%","9.7%","27","11.1%","0","0.0%","29.8%","37.4%","32.9%","18.1%","43.6%","38.3%","9077"
"Erik Kratz","MIL",".264","1.16","18.8%","43.6%","37.6%","9.7%","9.7%","3","4.2%","0","0.0%","39.8%","34.9%","25.3%","12.0%","41.6%","46.4%","4403"
"Jason Kipnis","CLE",".258","0.75","21.6%","33.7%","44.7%","10.2%","9.7%","5","3.6%","4","66.7%","39.3%","36.5%","24.2%","19.2%","46.0%","34.8%","9776"
"Nicky Delmonico","CHW",".269","1.04","17.6%","42.0%","40.5%","12.0%","9.6%","1","1.2%","0","0.0%","40.5%","30.7%","28.8%","18.0%","52.2%","29.8%","13157"
"Jose Altuve","HOU",".352","1.53","24.0%","46.0%","30.0%","5.9%","9.6%","16","7.7%","5","55.6%","41.4%","38.6%","20.0%","16.6%","50.1%","33.3%","5417"
"Kevin Kiermaier","TBR",".275","1.62","19.4%","49.8%","30.8%","15.1%","9.6%","11","9.3%","4","50.0%","35.1%","37.6%","27.3%","25.3%","43.3%","31.4%","11038"
"Joey Votto","CIN",".333","1.21","31.4%","37.5%","31.1%","0.0%","9.5%","10","6.6%","0","0.0%","35.3%","33.8%","30.9%","9.1%","49.9%","41.0%","4314"
"Leury Garcia","CHW",".355","2.14","28.6%","48.6%","22.7%","7.1%","9.5%","9","10.0%","3","33.3%","31.4%","35.6%","33.0%","17.0%","53.1%","29.9%","5913"
"Kevin Pillar","TOR",".281","0.94","26.6%","35.6%","37.8%","17.7%","9.5%","13","8.7%","1","50.0%","40.7%","35.0%","24.3%","21.4%","44.5%","34.0%","12434"
"Andrew Benintendi","BOS",".328","1.15","23.8%","40.8%","35.4%","4.1%","9.4%","9","4.6%","0","0.0%","38.4%","33.4%","28.2%","13.7%","58.3%","28.0%","17901"
"Kurt Suzuki","ATL",".275","0.86","23.2%","35.5%","41.3%","9.4%","9.4%","5","4.5%","0","0.0%","52.6%","29.0%","18.4%","15.2%","46.1%","38.7%","8259"
"Willson Contreras","CHC",".313","1.69","17.2%","52.0%","30.7%","10.3%","9.3%","14","7.7%","2","22.2%","42.0%","31.4%","26.6%","22.4%","48.7%","28.9%","11609"
"Brian McCann","HOU",".229","0.56","22.0%","28.0%","50.0%","17.3%","9.3%","2","4.8%","0","0.0%","43.0%","30.5%","26.5%","21.2%","53.0%","25.8%","4810"
"Dexter Fowler","STL",".210","1.07","18.3%","42.2%","39.4%","4.7%","9.3%","6","6.5%","0","0.0%","43.1%","31.2%","25.7%","19.7%","46.3%","33.9%","4062"
"Josh Bell","PIT",".305","1.49","19.0%","48.5%","32.5%","9.2%","9.2%","16","8.2%","0","0.0%","33.8%","37.6%","28.6%","19.2%","47.0%","33.8%","13145"
"Matt Wieters","WSN",".261","0.75","20.8%","33.9%","45.3%","11.5%","9.2%","2","3.1%","0","0.0%","39.4%","36.8%","23.8%","19.7%","46.1%","34.2%","4298"
"Denard Span","- - -",".291","1.20","26.5%","40.1%","33.4%","10.0%","9.2%","4","2.8%","3","50.0%","38.4%","30.7%","31.0%","19.2%","49.9%","31.0%","8347"
"Ronny Rodriguez","DET",".253","1.20","17.7%","44.9%","37.4%","18.2%","9.1%","5","7.6%","1","14.3%","41.6%","35.7%","22.7%","22.7%","42.2%","35.1%","11875"
"Tony Kemp","HOU",".296","1.39","23.3%","44.7%","32.0%","6.1%","9.1%","8","8.7%","3","33.3%","49.3%","28.8%","21.9%","16.7%","53.0%","30.2%","14894"
"Tucker Barnhart","CIN",".291","1.46","24.4%","44.9%","30.7%","9.0%","9.0%","6","3.7%","5","55.6%","44.3%","31.9%","23.8%","13.2%","48.4%","38.4%","10200"
"Alen Hanson","SFG",".303","1.08","16.7%","43.2%","40.1%","10.1%","9.0%","8","8.3%","0","0.0%","51.1%","31.4%","17.5%","21.0%","52.0%","27.1%","12926"
"Miguel Rojas","MIA",".272","1.61","23.8%","47.0%","29.2%","14.6%","8.9%","10","5.1%","1","25.0%","32.7%","37.6%","29.6%","20.0%","53.2%","26.8%","7802"
"Jesse Winker","CIN",".336","1.24","24.0%","42.1%","33.9%","8.9%","8.9%","5","5.1%","2","50.0%","37.1%","37.1%","25.7%","11.8%","44.3%","43.9%","13590"
"Starlin Castro","MIA",".330","1.77","20.2%","50.9%","28.8%","7.3%","8.8%","23","9.5%","0","0.0%","40.2%","38.7%","21.1%","15.8%","46.9%","37.3%","4579"
"Corey Dickerson","PIT",".333","1.07","27.2%","37.6%","35.2%","8.0%","8.7%","12","7.5%","2","100.0%","31.1%","36.2%","32.7%","17.8%","48.1%","34.1%","10762"
"Martin Maldonado","- - -",".280","1.08","21.2%","40.9%","38.0%","8.7%","8.7%","7","6.3%","0","0.0%","44.8%","29.0%","26.2%","16.5%","52.0%","31.5%","6887"
"Michael A. Taylor","WSN",".320","1.67","18.3%","51.1%","30.6%","8.6%","8.6%","7","6.0%","4","40.0%","39.3%","36.4%","24.3%","20.1%","47.7%","32.2%","11489"
"Brett Gardner","NYY",".272","1.46","17.9%","48.7%","33.4%","9.9%","8.5%","24","11.6%","1","14.3%","36.1%","37.3%","26.6%","19.4%","53.0%","27.5%","9927"
"Nick Markakis","ATL",".318","1.44","26.6%","43.3%","30.1%","6.6%","8.4%","12","5.0%","0","0.0%","31.7%","39.1%","29.2%","13.8%","45.7%","40.6%","5930"
"Adam Jones","BAL",".311","1.17","20.5%","42.9%","36.6%","13.5%","8.4%","12","5.7%","3","75.0%","39.9%","33.6%","26.5%","19.3%","49.3%","31.4%","6368"
"Brian Anderson","MIA",".332","1.82","19.7%","51.8%","28.5%","6.1%","8.3%","9","3.8%","0","0.0%","38.4%","35.4%","26.1%","16.2%","45.6%","38.2%","18289"
"Mitch Garver","MIN",".330","1.06","22.5%","39.8%","37.7%","14.9%","8.0%","8","8.7%","0","0.0%","38.8%","34.5%","26.7%","21.6%","37.9%","40.5%","15161"
"Freddy Galvis","SDP",".304","1.13","22.0%","41.4%","36.5%","5.5%","7.9%","16","8.6%","5","38.5%","38.1%","37.9%","24.0%","13.0%","46.8%","40.3%","6609"
"Carlos Gomez","TBR",".266","0.72","21.0%","33.1%","46.0%","17.5%","7.9%","3","3.7%","5","45.5%","40.5%","32.8%","26.6%","21.6%","47.9%","30.5%","4881"
"Ian Kinsler","- - -",".250","0.87","21.4%","36.6%","42.0%","16.2%","7.8%","7","4.5%","0","0.0%","43.7%","33.8%","22.5%","19.7%","50.9%","29.3%","6195"
"Steven Souza Jr.","ARI",".298","0.97","24.1%","37.3%","38.6%","15.6%","7.8%","3","4.8%","0","0.0%","38.0%","35.5%","26.5%","18.1%","38.0%","44.0%","5667"
"Marcus Semien","OAK",".296","1.03","22.8%","39.2%","38.0%","11.4%","7.8%","19","9.5%","0","0.0%","46.7%","30.6%","22.7%","18.4%","49.0%","32.5%","12533"
"Josh Harrison","PIT",".286","1.01","25.0%","37.7%","37.3%","10.7%","7.8%","8","7.7%","4","57.1%","45.9%","30.0%","24.0%","18.4%","48.8%","32.9%","8202"
"Hunter Pence","SFG",".282","1.71","20.8%","50.0%","29.2%","19.2%","7.7%","12","13.5%","0","0.0%","33.1%","36.5%","30.3%","24.7%","44.9%","30.3%","8252"
"Jay Bruce","NYM",".263","0.59","23.8%","28.3%","48.0%","5.1%","7.7%","0","0.0%","0","0.0%","45.1%","36.5%","18.4%","16.0%","50.8%","33.2%","9892"
"Adam Eaton","WSN",".364","1.80","26.3%","47.4%","26.3%","12.3%","7.7%","15","12.8%","6","60.0%","31.9%","31.9%","36.2%","18.7%","48.6%","32.7%","11205"
"Travis Jankowski","SDP",".319","2.92","21.8%","58.2%","19.9%","7.7%","7.7%","15","9.9%","3","20.0%","34.4%","33.7%","31.9%","21.4%","52.9%","25.7%","13768"
"Yuli Gurriel","HOU",".306","1.25","20.2%","44.3%","35.6%","12.9%","7.6%","20","9.4%","0","0.0%","41.2%","36.4%","22.5%","18.3%","51.1%","30.6%","19198"
"Eduardo Nunez","BOS",".290","1.51","18.6%","49.0%","32.4%","18.7%","7.5%","21","10.3%","0","0.0%","32.8%","37.6%","29.6%","25.5%","47.2%","27.2%","6848"
"Ben Zobrist","CHC",".331","1.59","21.6%","48.1%","30.3%","5.0%","7.4%","10","5.2%","2","50.0%","47.1%","31.5%","21.3%","11.9%","52.6%","35.5%","7435"
"Tony Wolters","COL",".189","2.07","15.4%","57.0%","27.5%","9.8%","7.3%","3","3.5%","1","50.0%","35.8%","33.8%","30.5%","17.9%","60.9%","21.2%","11470"
"Amed Rosario","NYM",".310","1.67","20.9%","49.5%","29.6%","11.6%","7.0%","11","5.1%","2","40.0%","34.9%","41.3%","23.8%","20.4%","51.9%","27.7%","15518"
"Wilmer Flores","NYM",".269","0.80","19.3%","36.0%","44.8%","16.5%","7.0%","7","5.5%","0","0.0%","39.6%","32.8%","27.6%","24.1%","43.1%","32.9%","5827"
"Andrelton Simmons","LAA",".300","1.60","19.0%","49.9%","31.1%","13.2%","6.9%","28","11.0%","2","40.0%","51.0%","33.1%","15.9%","21.3%","42.6%","36.0%","10847"
"Jose Peraza","CIN",".307","0.96","25.5%","36.5%","38.0%","7.7%","6.8%","16","8.0%","8","32.0%","35.3%","36.0%","28.8%","18.8%","51.8%","29.5%","13593"
"Joe Mauer","MIN",".330","2.30","26.9%","51.0%","22.1%","3.4%","6.7%","3","1.5%","0","0.0%","25.5%","40.3%","34.2%","12.9%","42.3%","44.8%","1857"
"Jorge Polanco","MIN",".345","0.94","26.1%","35.9%","38.0%","11.2%","6.7%","9","10.7%","4","44.4%","38.3%","30.5%","31.3%","22.2%","45.7%","32.1%","13152"
"Zack Cozart","LAA",".244","0.93","21.2%","38.0%","40.8%","17.3%","6.7%","4","5.7%","0","0.0%","51.4%","27.6%","21.1%","17.8%","45.4%","36.8%","2616"
"Greg Garcia","STL",".259","1.42","21.6%","46.0%","32.4%","11.1%","6.7%","5","7.8%","4","50.0%","28.6%","39.5%","32.0%","19.0%","53.1%","27.9%","10951"
"Jean Segura","SEA",".327","1.76","19.3%","51.5%","29.2%","13.9%","6.6%","26","9.8%","3","30.0%","35.7%","40.8%","23.5%","20.9%","53.3%","25.8%","5933"
"Gerardo Parra","COL",".334","1.65","24.9%","46.7%","28.3%","2.2%","6.6%","7","4.7%","6","60.0%","36.3%","33.8%","29.9%","13.9%","52.0%","34.1%","8553"
"Adeiny Hechavarria","- - -",".280","1.02","24.9%","38.0%","37.1%","5.5%","6.6%","5","5.4%","0","0.0%","34.8%","34.4%","30.8%","16.2%","48.2%","35.6%","10459"
"James McCann","DET",".282","0.98","22.3%","38.4%","39.4%","13.9%","6.6%","3","2.5%","0","0.0%","33.2%","37.4%","29.4%","17.3%","46.3%","36.4%","12859"
"Ehire Adrianza","MIN",".313","1.01","25.4%","37.5%","37.1%","8.7%","6.5%","6","6.5%","2","18.2%","45.2%","33.2%","21.6%","17.4%","46.3%","36.3%","8418"
"Whit Merrifield","KCR",".352","0.99","29.8%","34.9%","35.3%","14.7%","6.5%","8","4.4%","2","40.0%","33.7%","35.4%","31.0%","15.4%","47.7%","36.9%","11281"
"Ender Inciarte","ATL",".293","1.46","24.0%","45.1%","30.9%","5.8%","6.4%","21","9.2%","3","21.4%","40.1%","35.3%","24.7%","19.7%","48.7%","31.6%","4922"
"Sandy Leon","BOS",".226","1.00","17.0%","41.5%","41.5%","7.7%","6.4%","5","6.4%","0","0.0%","44.6%","33.2%","22.3%","21.8%","51.8%","26.4%","5273"
"Luke Maile","TOR",".351","1.34","19.7%","46.0%","34.3%","12.8%","6.4%","5","7.9%","0","0.0%","43.1%","33.6%","23.4%","17.5%","48.2%","34.3%","13355"
"Wilmer Difo","WSN",".269","1.25","23.7%","42.5%","33.8%","13.6%","6.4%","6","4.3%","2","25.0%","40.8%","33.6%","25.5%","25.5%","53.5%","21.0%","14320"
"Guillermo Heredia","SEA",".270","1.29","23.3%","43.2%","33.5%","11.4%","6.3%","6","5.9%","1","7.7%","40.2%","28.9%","30.9%","22.1%","51.0%","26.9%","18721"
"Jason Heyward","CHC",".297","1.41","18.1%","47.9%","34.0%","18.5%","6.2%","13","7.1%","0","0.0%","42.2%","32.0%","25.8%","25.5%","44.8%","29.7%","4940"
"Yolmer Sanchez","CHW",".300","1.67","22.0%","48.8%","29.2%","8.3%","6.0%","10","4.5%","4","33.3%","37.3%","35.5%","27.2%","16.7%","55.0%","28.3%","11602"
"Scott Kingery","PHI",".291","0.86","24.2%","35.0%","40.8%","12.8%","6.0%","10","8.8%","5","100.0%","40.2%","36.9%","23.0%","23.0%","50.5%","26.6%","17975"
"Victor Martinez","DET",".260","1.09","24.5%","39.4%","36.1%","9.8%","5.9%","6","3.6%","1","100.0%","42.8%","32.0%","25.2%","15.5%","47.5%","36.9%","393"
"Jace Peterson","- - -",".260","1.41","18.5%","47.7%","33.8%","9.8%","5.9%","2","2.8%","1","33.3%","40.3%","29.9%","29.9%","14.9%","57.1%","27.9%","12325"
"Blake Swihart","BOS",".311","1.10","20.7%","41.5%","37.8%","7.8%","5.9%","4","7.1%","0","0.0%","40.7%","30.4%","28.9%","19.3%","51.1%","29.6%","13176"
"Victor Caratini","CHC",".290","2.18","22.9%","52.9%","24.3%","2.9%","5.9%","6","8.1%","0","0.0%","37.3%","41.5%","21.1%","20.4%","51.4%","28.2%","14968"
"Elvis Andrus","TEX",".292","1.60","19.0%","49.8%","31.1%","12.6%","5.8%","13","7.9%","0","0.0%","42.0%","31.4%","26.6%","18.1%","48.0%","33.8%","8709"
"Jose Reyes","NYM",".211","1.19","18.8%","44.1%","37.1%","20.3%","5.8%","4","4.9%","2","50.0%","42.6%","33.2%","24.2%","27.4%","46.3%","26.3%","1736"
"Isiah Kiner-Falefa","TEX",".306","2.17","25.3%","51.2%","23.5%","10.1%","5.8%","8","5.3%","0","0.0%","38.7%","31.7%","29.7%","18.3%","52.3%","29.3%","16512"
"Jordy Mercer","PIT",".306","1.12","27.4%","38.4%","34.2%","10.4%","5.7%","7","5.9%","0","0.0%","45.3%","35.0%","19.6%","17.0%","53.1%","29.9%","6547"
"Jorge Bonifacio","KCR",".301","0.79","23.5%","33.7%","42.8%","16.9%","5.6%","3","5.4%","0","0.0%","48.2%","33.3%","18.5%","15.5%","48.8%","35.7%","12174"
"Jose Pirela","SDP",".301","2.08","20.9%","53.4%","25.7%","20.0%","5.6%","10","5.3%","0","0.0%","32.5%","40.5%","27.1%","23.6%","41.9%","34.5%","5485"
"Manuel Margot","SDP",".281","1.16","19.9%","43.0%","37.1%","17.2%","5.5%","11","6.5%","3","50.0%","39.5%","35.5%","24.9%","20.2%","40.6%","39.3%","14712"
"Joey Wendle","TBR",".353","1.43","21.8%","46.0%","32.3%","10.9%","5.4%","8","4.3%","1","33.3%","36.0%","34.2%","29.8%","16.1%","46.9%","37.0%","13853"
"Cameron Maybin","- - -",".306","1.76","23.6%","48.7%","27.7%","10.8%","5.4%","12","9.2%","1","50.0%","37.9%","41.3%","20.8%","19.7%","46.8%","33.5%","5223"
"Roberto Perez","CLE",".257","1.39","15.0%","49.5%","35.5%","13.2%","5.3%","2","3.8%","1","9.1%","33.1%","43.2%","23.7%","14.4%","44.9%","40.7%","2900"
"Gregor Blanco","SFG",".300","1.38","27.3%","42.2%","30.5%","12.8%","5.1%","3","5.6%","1","20.0%","30.8%","33.1%","36.1%","18.8%","51.9%","29.3%","3123"
"Chris Owings","ARI",".265","1.03","22.3%","39.3%","38.3%","12.7%","5.1%","9","11.1%","2","100.0%","37.0%","33.2%","29.8%","17.8%","43.3%","38.9%","10030"
"Adam Engel","CHW",".322","1.00","18.4%","40.8%","40.8%","18.3%","5.0%","12","10.0%","7","50.0%","45.5%","30.8%","23.7%","25.0%","49.4%","25.6%","15082"
"Matt Duffy","TBR",".353","2.65","25.3%","54.3%","20.4%","8.3%","4.8%","14","6.3%","1","50.0%","29.3%","37.8%","32.9%","14.3%","54.7%","31.0%","13836"
"Albert Almora Jr.","CHC",".337","1.74","20.2%","50.7%","29.1%","12.4%","4.8%","20","10.9%","2","25.0%","38.2%","32.2%","29.5%","23.3%","49.3%","27.4%","14109"
"Austin Slater","SFG",".377","3.90","20.8%","63.1%","16.2%","14.3%","4.8%","4","4.9%","0","0.0%","29.0%","35.1%","35.9%","20.6%","42.0%","37.4%","16153"
"Addison Russell","CHC",".314","1.28","24.6%","42.4%","33.0%","14.2%","4.7%","13","9.6%","0","0.0%","30.6%","40.1%","29.3%","20.7%","50.3%","29.0%","14106"
"Buster Posey","SFG",".316","1.52","22.2%","47.0%","30.8%","2.8%","4.7%","12","7.4%","0","0.0%","33.7%","38.3%","28.0%","13.8%","49.9%","36.3%","9166"
"Austin Jackson","- - -",".387","1.50","22.9%","46.3%","30.8%","4.5%","4.5%","9","9.1%","0","0.0%","34.9%","42.8%","22.3%","11.2%","58.1%","30.7%","9848"
"Orlando Arcia","MIL",".305","2.18","18.9%","55.6%","25.5%","10.6%","4.5%","12","8.3%","2","50.0%","32.7%","44.9%","22.4%","26.2%","48.3%","25.5%","13185"
"Robbie Grossman","MIN",".329","1.04","24.2%","38.7%","37.1%","10.2%","4.2%","11","8.9%","0","0.0%","36.6%","34.7%","28.8%","17.5%","50.9%","31.6%","5254"
"Jon Jay","- - -",".319","3.59","24.2%","59.3%","16.5%","1.4%","4.2%","10","3.9%","4","40.0%","33.4%","35.2%","31.4%","12.7%","51.8%","35.5%","5227"
"Joe Panik","SFG",".265","1.61","22.9%","47.6%","29.5%","8.2%","4.1%","5","3.2%","0","0.0%","38.4%","33.3%","28.2%","18.3%","50.5%","31.2%","11936"
"Jarrod Dyson","ARI",".216","1.48","22.5%","46.3%","31.3%","20.0%","4.0%","3","4.1%","5","31.3%","39.8%","36.9%","23.3%","21.0%","56.3%","22.7%","4866"
"Caleb Joseph","BAL",".282","1.05","20.8%","40.6%","38.6%","3.9%","3.9%","5","6.3%","1","50.0%","38.2%","33.2%","28.6%","15.6%","60.3%","24.1%","7087"
"Christian Vazquez","BOS",".237","1.17","21.4%","42.4%","36.2%","6.6%","3.9%","3","3.4%","0","0.0%","33.2%","31.8%","35.1%","18.0%","54.5%","27.5%","9774"
"Dee Strange-Gordon","SEA",".304","2.47","22.4%","55.2%","22.4%","4.9%","3.9%","26","10.2%","8","26.7%","32.9%","36.3%","30.8%","20.0%","59.6%","20.4%","8203"
"Jose Iglesias","DET",".291","1.30","22.9%","43.6%","33.5%","19.4%","3.9%","16","9.5%","0","0.0%","42.1%","34.1%","23.8%","21.0%","52.1%","26.9%","10231"
"Jeff McNeil","NYM",".359","0.97","21.6%","38.7%","39.7%","12.7%","3.8%","8","10.4%","1","16.7%","35.6%","35.1%","29.3%","22.0%","47.8%","30.2%","15362"
"Pedro Severino","WSN",".211","1.06","21.3%","40.4%","38.3%","22.2%","3.7%","1","1.8%","1","33.3%","48.6%","32.6%","18.8%","22.9%","54.9%","22.2%","14523"
"Carlos Asuaje","SDP",".243","1.02","20.7%","40.0%","39.3%","10.5%","3.5%","3","5.2%","0","0.0%","42.2%","29.9%","27.9%","19.7%","44.9%","35.4%","15197"
"Greg Allen","CLE",".320","1.64","24.3%","47.0%","28.7%","8.6%","3.4%","6","6.3%","2","20.0%","37.7%","36.3%","25.9%","13.2%","50.5%","36.3%","16623"
"Jonathan Lucroy","OAK",".273","1.25","24.7%","41.9%","33.4%","13.4%","3.4%","5","3.4%","0","0.0%","32.5%","40.1%","27.5%","17.9%","47.3%","34.7%","7870"
"Billy Hamilton","CIN",".309","1.08","26.9%","37.9%","35.2%","17.2%","3.1%","14","10.1%","4","30.8%","34.7%","33.4%","31.8%","26.8%","54.1%","19.1%","10199"
"Alcides Escobar","KCR",".263","1.44","21.6%","46.2%","32.2%","10.7%","3.1%","18","9.6%","1","6.7%","41.5%","34.1%","24.4%","20.1%","49.5%","30.3%","6310"
"Delino DeShields","TEX",".280","1.54","19.0%","49.1%","31.9%","5.4%","2.7%","10","8.8%","12","37.5%","31.1%","37.5%","31.4%","19.3%","53.0%","27.7%","11379"
"Victor Reyes","DET",".277","2.13","26.1%","50.3%","23.6%","10.5%","2.6%","6","7.4%","3","42.9%","33.9%","33.3%","32.7%","19.6%","45.8%","34.5%","15487"
"Martin Prado","MIA",".292","1.65","24.7%","46.9%","28.4%","0.0%","2.2%","6","7.9%","0","0.0%","33.3%","35.8%","30.9%","13.0%","56.8%","30.2%","3312"
"Rajai Davis","CLE",".291","1.50","21.8%","46.9%","31.3%","15.2%","2.2%","10","14.5%","0","0.0%","29.4%","37.9%","32.7%","30.7%","42.5%","26.8%","3708"
"Logan Forsythe","- - -",".293","1.52","19.0%","48.8%","32.2%","5.4%","2.2%","11","7.8%","0","0.0%","37.0%","32.5%","30.4%","14.9%","51.2%","33.9%","7185"
"Mallex Smith","TBR",".366","1.96","24.9%","49.7%","25.4%","5.3%","2.1%","26","14.0%","4","23.5%","28.9%","37.9%","33.2%","19.2%","53.7%","27.1%","13608"
"Rosell Herrera","- - -",".288","2.57","21.5%","56.5%","22.0%","6.1%","2.0%","5","4.0%","0","0.0%","38.8%","35.3%","25.9%","20.1%","42.9%","37.1%","11611"
"Jeff Mathis","ARI",".292","0.96","24.0%","37.2%","38.8%","12.0%","2.0%","2","4.2%","1","33.3%","43.9%","33.3%","22.7%","15.9%","43.9%","40.2%","3448"
"Dixon Machado","DET",".249","1.35","25.0%","43.0%","32.0%","7.3%","1.8%","4","5.4%","0","0.0%","43.4%","35.4%","21.1%","16.0%","52.0%","32.0%","11472"
"Ben Gamel","SEA",".352","1.69","24.9%","47.2%","27.9%","3.6%","1.8%","5","5.4%","0","0.0%","37.1%","33.0%","29.9%","13.7%","59.9%","26.4%","12160"
"David Fletcher","LAA",".307","1.16","26.7%","39.4%","33.9%","18.8%","1.2%","6","6.1%","1","25.0%","43.1%","32.2%","24.7%","21.6%","49.4%","29.0%","17992"
