"Name","Team","PA","Events","EV","maxEV","LA","Barrels","Barrel%","HardHit","HardHit%","AVG","xBA","SLG","xSLG","wOBA","xwOBA","playerid"
"Jonathan Villar","BAL","714","473","88.9","114.0","8.1","31","6.6%","175","37.0%",".274",".246",".453",".412",".335",".315","10071"
"Adam Eaton","WSN","656","472","88.9","110.7","15.3","17","3.6%","162","34.3%",".279",".256",".428",".406",".342",".328","11205"
"Cavan Biggio","TOR","430","234","88.9","104.6","20.1","18","7.7%","93","39.7%",".234",".239",".429",".424",".343",".346","19252"
"Ozzie Albies","ATL","702","532","88.9","110.8","15.6","33","6.2%","181","34.0%",".295",".286",".500",".486",".354",".349","16556"
"Jose Martinez","STL","373","254","88.9","110.8","6.9","16","6.3%","99","39.0%",".269",".273",".410",".469",".323",".348","7996"
"Danny Jansen","TOR","384","270","88.9","111.4","16.3","16","5.9%","108","40.0%",".207",".247",".360",".419",".275",".315","16535"
"Joey Votto","CIN","608","405","88.9","109.5","15.2","26","6.4%","151","37.3%",".261",".259",".411",".446",".332",".347","4314"
"Harold Ramirez","MIA","446","332","88.9","113.0","3.8","17","5.1%","115","34.6%",".276",".268",".416",".408",".308",".307","14387"
"Cheslor Cuthbert","KCR","330","242","88.9","111.4","14.9","11","4.5%","91","37.6%",".246",".249",".379",".382",".287",".293","10473"
"Ryan Cordell","CHW","247","156","88.9","109.2","19.5","10","6.4%","50","32.1%",".221",".208",".355",".357",".279",".276","15181"
"Michael Brantley","HOU","637","513","88.8","108.9","10.6","27","5.3%","187","36.5%",".311",".293",".503",".473",".367",".357","4106"
"Brian McCann","ATL","316","230","88.8","108.2","11.3","13","5.7%","81","35.2%",".249",".237",".412",".400",".311",".313","4810"
"Jason Heyward","CHC","589","406","88.8","111.8","11.3","20","4.9%","147","36.2%",".251",".255",".429",".396",".328",".323","4940"
"Daniel Vogelbach","SEA","558","315","88.8","113.1","17.1","31","9.8%","119","37.8%",".208",".224",".439",".440",".333",".345","14130"
"Corey Seager","LAD","541","395","88.8","109.7","14.3","25","6.3%","149","37.7%",".272",".257",".483",".459",".340",".331","13624"
"Adalberto Mondesi","KCR","443","292","88.8","108.4","9.9","21","7.2%","99","33.9%",".263",".234",".424",".383",".298",".284","13769"
"Freddy Galvis","- - -","589","415","88.8","105.6","14.7","18","4.3%","151","36.4%",".260",".235",".438",".384",".307",".280","6609"
"Curtis Granderson","MIA","363","221","88.8","107.0","19.4","13","5.9%","77","34.8%",".183",".214",".356",".387",".275",".306","4747"
"Charlie Blackmon","COL","634","481","88.7","110.6","14.5","38","7.9%","194","40.3%",".314",".295",".576",".525",".387",".367","7859"
"Mike Tauchman","NYY","296","190","88.7","109.8","11.3","12","6.3%","74","38.9%",".277",".246",".504",".407",".364",".322","15274"
"Michael Chavis","BOS","382","220","88.7","113.8","11.3","20","9.1%","76","34.5%",".254",".220",".444",".403",".323",".298","17321"
"David Dahl","COL","413","271","88.7","107.1","11.1","27","10.0%","107","39.5%",".302",".267",".524",".485",".364",".342","13744"
"Alex Gordon","KCR","633","463","88.7","110.6","9.3","25","5.4%","178","38.4%",".266",".255",".396",".422",".319",".330","5209"
"Starling Marte","PIT","586","451","88.6","111.6","8.2","36","8.0%","171","37.9%",".295",".297",".503",".507",".353",".362","9241"
"Buster Posey","SFG","445","336","88.6","107.6","9.1","13","3.9%","122","36.3%",".257",".248",".368",".408",".298",".310","9166"
"Matt Adams","WSN","333","196","88.6","112.1","19.6","28","14.3%","86","43.9%",".226",".228",".465",".479",".306",".320","9393"
"Starlin Castro","MIA","676","534","88.5","113.3","11.0","29","5.4%","201","37.6%",".270",".268",".436",".435",".307",".314","4579"
"Isan Diaz","MIA","201","121","88.5","104.0","18.2","9","7.4%","39","32.2%",".173",".177",".307",".317",".248",".257","17922"
"Austin Romine","NYY","240","180","88.5","111.4","10.9","12","6.7%","72","40.0%",".281",".259",".439",".429",".315",".306","5491"
"Hernan Perez","MIL","246","169","88.5","111.8","9.2","7","4.1%","60","35.5%",".228",".216",".379",".334",".271",".256","5751"
"Willson Contreras","CHC","409","260","88.5","113.1","7.5","29","11.2%","108","41.5%",".272",".247",".533",".482",".368",".347","11609"
"Willy Adames","TBR","584","382","88.5","110.9","10.7","31","8.1%","136","35.6%",".254",".250",".418",".437",".313",".320","15986"
"Brian Dozier","WSN","482","312","88.5","106.6","19.0","20","6.4%","110","35.3%",".238",".235",".430",".426",".329",".330","9810"
"Jackson Frazier","NYY","246","158","88.5","109.2","15.3","17","10.8%","57","36.1%",".267",".245",".489",".460",".333",".319","15983"
"Mitch Haniger","SEA","283","167","88.4","109.0","17.8","19","11.4%","65","38.9%",".220",".227",".463",".453",".326",".331","14274"
"Harrison Bader","STL","406","233","88.4","111.2","15.3","19","8.2%","82","35.2%",".205",".213",".366",".405",".293",".314","18030"
"Elvis Andrus","TEX","648","514","88.4","110.2","7.2","16","3.1%","180","35.0%",".275",".271",".393",".401",".300",".311","8709"
"Dylan Moore","SEA","282","155","88.4","106.4","19.2","10","6.5%","56","36.1%",".206",".190",".389",".336",".299",".277","18042"
"Rio Ruiz","BAL","413","285","88.4","107.8","11.3","7","2.5%","104","36.5%",".232",".230",".376",".355",".294",".292","14103"
"Francisco Mejia","SDP","244","171","88.4","109.6","19.7","6","3.5%","51","29.8%",".265",".219",".438",".368",".317",".276","16403"
"Scott Kingery","PHI","500","314","88.4","111.4","17.6","23","7.3%","122","38.9%",".258",".246",".474",".434",".329",".316","17975"
"Mike Zunino","TBR","289","168","88.4","116.1","19.1","19","11.3%","62","36.9%",".165",".194",".312",".381",".235",".274","13265"
"Enrique Hernandez","LAD","460","321","88.3","113.3","19.4","18","5.6%","110","34.3%",".237",".239",".411",".398",".301",".304","10472"
"Juan Lagares","NYM","285","186","88.3","108.6","11.2","4","2.2%","63","33.9%",".213",".211",".326",".297",".258",".254","5384"
"Albert Pujols","LAA","545","431","88.3","112.3","12.5","23","5.3%","155","36.0%",".244",".251",".430",".428",".308",".319","1177"
"Tim Anderson","CHW","518","391","88.3","107.8","8.7","19","4.9%","148","37.9%",".335",".287",".508",".456",".363",".325","15172"
"Todd Frazier","NYM","499","341","88.3","108.4","17.1","23","6.7%","129","37.8%",".251",".234",".443",".408",".328",".313","785"
"Aledmys Diaz","HOU","247","188","88.3","109.9","12.1","10","5.3%","63","33.5%",".271",".264",".467",".424",".345",".343","15937"
"Didi Gregorius","NYY","344","273","88.2","110.8","17.7","15","5.5%","95","34.8%",".238",".238",".441",".392",".297",".287","6012"
"Colin Moran","PIT","503","353","88.2","110.1","12.4","23","6.5%","121","34.3%",".277",".260",".429",".437",".315",".314","16909"
"Jeimer Candelario","DET","386","237","88.2","114.2","15.8","12","5.1%","80","33.8%",".203",".231",".337",".369",".283",".308","13621"
"Ben Gamel","MIL","356","209","88.2","111.1","9.9","8","3.8%","78","37.3%",".248",".228",".373",".342",".308",".297","12160"
"Melky Cabrera","PIT","397","338","88.2","110.2","8.9","7","2.1%","111","32.8%",".280",".278",".399",".379",".301",".298","4022"
"Russell Martin","LAD","249","151","88.2","107.5","11.2","7","4.6%","50","33.1%",".220",".217",".330",".345",".295",".304","4616"
"Tommy La Stella","LAA","321","270","88.2","105.9","13.2","13","4.8%","83","30.7%",".295",".297",".486",".484",".351",".355","12371"
"Leury Garcia","CHW","618","452","88.2","108.5","6.2","15","3.3%","135","29.9%",".279",".242",".378",".351",".294",".272","5913"
"Jean Segura","PHI","618","507","88.2","113.1","7.1","16","3.2%","166","32.7%",".280",".270",".420",".401",".315",".310","5933"
"Martin Maldonado","- - -","374","250","88.1","110.1","12.7","19","7.6%","85","34.0%",".213",".212",".378",".384",".288",".295","6887"
"Jake Bauers","CLE","423","260","88.1","109.5","15.0","12","4.6%","86","33.1%",".226",".222",".371",".352",".296",".293","15194"
"Yonder Alonso","- - -","335","224","88.1","108.5","14.1","12","5.4%","88","39.3%",".199",".231",".346",".374",".277",".305","2530"
"Elias Diaz","PIT","332","251","88.1","113.9","9.1","5","2.0%","86","34.3%",".241",".238",".307",".325",".265",".277","11680"
"Jason Kipnis","CLE","511","381","88.1","107.1","14.1","20","5.2%","130","34.1%",".245",".256",".410",".419",".301",".316","9776"
"Jorge Polanco","MIN","704","524","88.1","108.2","19.0","33","6.3%","172","32.8%",".295",".271",".485",".464",".352",".341","13152"
"Keon Broxton","- - -","228","103","88.1","109.4","10.3","6","5.8%","31","30.1%",".167",".162",".275",".284",".229",".233","9253"
"Oscar Mercado","CLE","482","365","88.1","109.5","14.9","11","3.0%","124","34.0%",".269",".259",".443",".401",".321",".308","16375"
"Matt Carpenter","STL","492","293","88.0","108.9","19.0","21","7.2%","89","30.4%",".226",".219",".392",".406",".315",".323","8090"
"John Hicks","DET","333","211","87.9","112.5","16.1","13","6.2%","63","29.9%",".210",".201",".379",".350",".259",".248","12547"
"Orlando Arcia","MIL","546","393","87.9","109.9","6.6","15","3.8%","121","30.8%",".223",".222",".350",".351",".269",".277","13185"
"Aristides Aquino","CIN","225","147","87.8","118.3","18.7","16","10.9%","55","37.4%",".259",".245",".576",".498",".360",".334","15482"
"Andrelton Simmons","LAA","424","361","87.8","108.8","9.5","6","1.7%","119","33.0%",".264",".243",".364",".327",".290",".273","10847"
"Nick Ahmed","ARI","625","456","87.8","108.3","7.6","26","5.7%","155","34.0%",".254",".256",".437",".422",".315",".321","12147"
"Brandon Crawford","SFG","560","387","87.8","106.7","8.3","18","4.7%","136","35.1%",".228",".238",".350",".395",".281",".306","5343"
"Eduardo Escobar","ARI","699","516","87.7","106.9","18.3","33","6.4%","162","31.4%",".269",".254",".511",".464",".341",".326","6153"
"Manuel Margot","SDP","441","313","87.7","109.6","14.2","10","3.2%","109","34.8%",".234",".221",".387",".329",".296",".276","14712"
"Brett Gardner","NYY","550","386","87.7","109.7","13.9","13","3.4%","124","32.1%",".251",".233",".503",".367",".344",".298","9927"
"Robbie Grossman","OAK","482","336","87.7","110.6","12.1","7","2.1%","103","30.7%",".240",".263",".348",".382",".299",".326","5254"
"Nick Senzel","CIN","414","280","87.7","107.6","11.0","20","7.1%","104","37.1%",".256",".239",".427",".407",".315",".305","19293"
"Matt Joyce","ATL","238","155","87.7","106.7","16.8","10","6.5%","52","33.5%",".295",".270",".450",".438",".372",".360","3353"
"Daniel Robertson","TBR","237","148","87.7","107.7","5.8","2","1.4%","50","33.8%",".213",".213",".295",".295",".275",".279","14145"
"Brian Goodwin","LAA","458","288","87.6","111.4","18.3","18","6.3%","94","32.6%",".262",".231",".470",".405",".332",".303","12858"
"Yan Gomes","WSN","358","231","87.6","107.6","18.1","14","6.1%","83","35.9%",".223",".217",".389",".391",".298",".302","9627"
"Jonathan Schoop","MIN","464","318","87.6","114.9","12.4","28","8.8%","122","38.4%",".256",".250",".473",".438",".324",".314","11265"
"Pedro Severino","BAL","341","235","87.6","111.0","13.2","20","8.5%","79","33.6%",".249",".265",".420",".443",".316",".336","14523"
"Raimel Tapia","COL","447","326","87.6","107.1","7.5","12","3.7%","103","31.6%",".275",".251",".415",".371",".307",".285","14350"
"Adeiny Hechavarria","- - -","221","156","87.6","105.9","11.8","7","4.5%","46","29.5%",".241",".224",".443",".385",".312",".292","10459"
"Kris Bryant","CHC","634","400","87.6","111.4","19.2","35","8.8%","135","33.8%",".282",".247",".521",".463",".379",".349","15429"
"Victor Reyes","DET","292","214","87.6","109.1","9.2","3","1.4%","67","31.3%",".304",".268",".431",".366",".325",".290","15487"
"Brock Holt","BOS","295","206","87.5","103.0","11.2","3","1.5%","63","30.6%",".297",".253",".402",".356",".333",".306","9345"
"Tommy Edman","STL","349","265","87.4","110.1","14.2","14","5.3%","89","33.6%",".304",".283",".500",".441",".357",".331","19470"
"Miguel Rojas","MIA","526","427","87.4","109.2","9.1","9","2.1%","123","28.8%",".284",".271",".379",".370",".305",".303","7802"
"Wilmer Flores","ARI","285","235","87.4","106.3","16.4","11","4.7%","72","30.6%",".317",".285",".487",".436",".358",".331","5827"
"Yadier Molina","STL","452","366","87.4","106.2","13.9","13","3.6%","125","34.2%",".270",".271",".399",".435",".303",".322","7007"
"Joey Wendle","TBR","263","194","87.4","108.2","11.6","3","1.5%","63","32.5%",".231",".257",".340",".342",".275",".294","13853"
"Austin Nola","SEA","267","177","87.4","107.6","16.3","6","3.4%","63","35.6%",".269",".233",".454",".364",".337",".296","15941"
"Jose Altuve","HOU","548","422","87.4","109.3","9.7","33","7.8%","142","33.6%",".298",".268",".550",".484",".374",".344","5417"
"Leonys Martin","CLE","264","161","87.3","110.1","16.9","10","6.2%","44","27.3%",".199",".182",".343",".334",".269",".262","11846"
"Greg Allen","CLE","256","183","87.3","105.9","9.2","5","2.7%","56","30.6%",".229",".226",".346",".333",".274",".275","16623"
"Brandon Belt","SFG","616","403","87.3","106.6","22.4","32","7.9%","144","35.7%",".234",".242",".403",".457",".319",".346","10264"
"Adam Haseley","PHI","242","163","87.3","105.6","5.0","5","3.1%","47","28.8%",".266",".218",".396",".330",".309",".269","19878"
"Luis Urias","SDP","249","159","87.3","105.5","10.1","7","4.4%","50","31.4%",".223",".226",".326",".354",".294",".307","16622"
"Austin Barnes","LAD","242","158","87.2","108.9","16.3","6","3.8%","46","29.1%",".203",".191",".340",".297",".272",".256","12158"
"Tim Beckham","SEA","328","202","87.2","108.6","10.7","15","7.4%","66","32.7%",".237",".219",".461",".420",".315",".297","7949"
"Curt Casali","CIN","236","151","87.2","104.1","18.5","7","4.6%","45","29.8%",".251",".235",".411",".392",".316",".309","12510"
"Isiah Kiner-Falefa","TEX","222","155","87.2","104.9","6.8","2","1.3%","52","33.5%",".238",".221",".322",".302",".272",".263","16512"
"Justin Upton","LAA","256","146","87.2","111.6","18.5","15","10.3%","54","37.0%",".215",".220",".416",".426",".307",".317","5222"
"Derek Dietrich","CIN","306","179","87.2","111.7","20.7","18","10.1%","54","30.2%",".187",".218",".462",".419",".334",".342","10542"
"Harold Castro","DET","369","274","87.2","105.0","8.4","8","2.9%","77","28.1%",".291",".258",".384",".370",".292",".279","14691"
"Adam Frazier","PIT","608","484","87.2","106.1","13.0","9","1.9%","136","28.1%",".278",".275",".417",".403",".320",".318","15223"
"Corey Dickerson","- - -","279","207","87.1","109.3","16.2","17","8.2%","72","34.8%",".304",".262",".565",".473",".367",".322","10762"
"Luis Arraez","MIN","366","300","87.1","102.2","11.4","5","1.7%","68","22.7%",".334",".287",".439",".406",".360",".334","18568"
"Luis Rengifo","LAA","406","268","87.1","108.6","9.3","14","5.2%","79","29.5%",".238",".235",".364",".367",".298",".306","19858"
"Yolmer Sanchez","CHW","555","389","87.1","107.5","14.2","4","1.0%","105","27.0%",".252",".230",".321",".315",".281",".274","11602"
"Ildemaro Vargas","ARI","211","178","87.1","107.3","3.2","5","2.8%","54","30.3%",".269",".261",".413",".371",".300",".289","13324"
"Paul DeJong","STL","664","440","87.1","111.7","18.2","37","8.4%","146","33.2%",".233",".237",".444",".446",".322",".331","18015"
"Donovan Solano","SFG","228","168","87.0","109.6","14.5","7","4.2%","72","42.9%",".330",".315",".456",".450",".346",".343","8623"
"Martin Prado","MIA","260","207","87.0","107.0","8.3","1","0.5%","59","28.5%",".233",".253",".294",".338",".243",".273","3312"
"Whit Merrifield","KCR","735","559","87.0","104.8","15.6","19","3.4%","161","28.8%",".302",".280",".463",".431",".340",".324","11281"
"Lewis Brinson","MIA","248","155","87.0","112.1","10.0","6","3.9%","51","32.9%",".173",".199",".221",".295",".205",".246","14352"
"Robinson Chirinos","HOU","437","248","87.0","107.8","17.0","17","6.9%","90","36.3%",".238",".214",".443",".391",".336",".316","3142"
"Johan Camargo","ATL","248","190","86.9","114.4","11.0","7","3.7%","60","31.6%",".233",".249",".384",".363",".279",".284","14950"
"Christin Stewart","DET","416","272","86.9","112.0","19.1","20","7.4%","92","33.8%",".233",".247",".388",".437",".294",".321","17714"
"Delino DeShields","TEX","408","267","86.9","104.0","13.5","6","2.2%","65","24.3%",".249",".215",".347",".314",".295",".273","11379"
"Jordy Mercer","DET","271","199","86.9","107.5","13.2","12","6.0%","72","36.2%",".270",".261",".438",".445",".314",".315","6547"
"Brandon Drury","TOR","447","308","86.9","112.5","13.8","26","8.4%","113","36.7%",".218",".246",".380",".423",".271",".306","11615"
"Jon Berti","MIA","287","184","86.9","111.9","5.2","6","3.3%","70","38.0%",".273",".258",".406",".379",".326",".317","12037"
"Addison Russell","CHC","241","160","86.9","107.2","9.1","10","6.3%","45","28.1%",".237",".225",".391",".357",".297",".288","14106"
"Jonathan Lucroy","- - -","328","245","86.9","108.3","12.5","7","2.9%","77","31.4%",".232",".238",".355",".367",".286",".299","7870"
"Dawel Lugo","DET","288","218","86.8","109.7","8.0","7","3.2%","77","35.3%",".245",".255",".381",".385",".272",".286","14713"
"Joe Panik","- - -","491","397","86.8","106.2","12.8","7","1.8%","102","25.7%",".244",".253",".336",".374",".284",".306","11936"
"Jake Marisnick","HOU","318","200","86.7","111.6","11.5","8","4.0%","62","31.0%",".233",".201",".411",".332",".297",".259","11339"
"Austin Hedges","SDP","347","206","86.7","108.7","21.6","15","7.3%","67","32.5%",".176",".197",".311",".349",".242",".267","12976"
"Billy McKinney","TOR","276","182","86.7","110.8","15.3","10","5.5%","58","31.9%",".215",".220",".422",".366",".291",".281","15654"
"Grayson Greiner","DET","224","140","86.7","107.8","12.6","8","5.7%","45","32.1%",".202",".200",".308",".329",".242",".253","17062"
"Jurickson Profar","OAK","518","387","86.7","108.2","13.9","24","6.2%","118","30.5%",".218",".250",".410",".431",".301",".328","10815"
"Guillermo Heredia","TBR","231","147","86.6","108.3","12.9","4","2.7%","51","34.7%",".225",".240",".363",".345",".291",".298","18721"
"Tucker Barnhart","CIN","364","235","86.4","107.5","11.8","5","2.1%","63","26.8%",".231",".219",".380",".326",".301",".284","10200"
"Kevin Pillar","- - -","645","529","86.4","111.7","14.1","25","4.7%","163","30.8%",".259",".262",".432",".411",".298",".300","12434"
"Ehire Adrianza","MIN","236","170","86.4","106.9","15.1","6","3.5%","47","27.6%",".272",".265",".416",".392",".326",".325","8418"
"Adam Engel","CHW","248","150","86.4","111.4","11.1","7","4.7%","45","30.0%",".242",".225",".383",".348",".296",".280","15082"
"Daniel Murphy","COL","478","370","86.3","106.4","14.6","9","2.4%","104","28.1%",".279",".249",".452",".369",".328",".290","4316"
"Stevie Wilkerson","BAL","361","224","86.3","104.9","11.1","7","3.1%","68","30.4%",".225",".198",".383",".311",".286",".253","16041"
"Albert Almora Jr.","CHC","363","284","86.3","111.7","8.4","11","3.9%","78","27.5%",".236",".254",".381",".385",".271",".285","14109"
"Gordon Beckham","DET","240","155","86.2","109.4","14.1","14","9.0%","57","36.8%",".215",".216",".372",".376",".274",".278","9015"
"Gerardo Parra","- - -","301","218","86.2","105.3","10.0","10","4.6%","47","21.6%",".234",".243",".391",".382",".288",".296","8553"
"Neil Walker","MIA","381","261","86.2","106.2","11.4","15","5.7%","81","31.0%",".261",".267",".395",".429",".319",".339","7539"
"Tony Kemp","- - -","279","203","86.2","101.4","14.6","2","1.0%","31","15.3%",".212",".198",".380",".284",".285",".258","14894"
"Kolten Wong","STL","549","406","86.1","107.7","12.6","8","2.0%","102","25.1%",".285",".242",".423",".349",".334",".297","12532"
"Adam Jones","ARI","528","388","86.1","108.5","13.4","22","5.7%","120","30.9%",".260",".257",".414",".432",".308",".319","6368"
"Josh Reddick","HOU","550","448","86.1","107.7","15.8","15","3.3%","127","28.3%",".275",".275",".409",".398",".308",".316","3892"
"Jeff Mathis","TEX","244","142","86.1","105.5","16.9","1","0.7%","37","26.1%",".158",".160",".224",".218",".190",".192","3448"
"Chris Taylor","LAD","414","258","86.0","108.3","13.8","12","4.7%","82","31.8%",".262",".233",".462",".383",".331",".299","13757"
"Cesar Hernandez","PHI","667","516","86.0","108.4","9.5","13","2.5%","146","28.3%",".279",".264",".408",".375",".315",".302","10556"
"Tyler White","- - -","279","165","86.0","111.4","12.4","5","3.0%","49","29.7%",".208",".198",".304",".299",".274",".273","15564"
"Kurt Suzuki","WSN","309","247","86.0","107.3","18.9","13","5.3%","80","32.4%",".264",".277",".486",".455",".337",".338","8259"
"Willians Astudillo","MIN","204","186","85.9","107.4","15.0","4","2.2%","57","30.6%",".268",".285",".379",".417",".288",".319","15608"
"Greg Garcia","SDP","372","231","85.8","108.3","4.2","5","2.2%","62","26.8%",".248",".217",".354",".301",".319",".294","10951"
"Garrett Hampson","COL","327","215","85.8","107.2","13.1","7","3.3%","56","26.0%",".247",".219",".385",".329",".292",".265","19262"
"Eric Sogard","- - -","442","339","85.7","102.9","19.3","3","0.9%","69","20.4%",".290",".267",".457",".376",".342",".310","7927"
"Steven Duggar","SFG","281","186","85.7","106.8","9.0","7","3.8%","61","32.8%",".234",".223",".341",".343",".265",".269","17719"
"Mike Freeman","CLE","213","126","85.6","105.7","8.9","2","1.6%","35","27.8%",".277",".214",".390",".296",".327",".277","11241"
"Ronald Guzman","TEX","295","173","85.6","110.7","14.5","14","8.1%","62","35.8%",".219",".237",".414",".426",".306",".327","14388"
"Omar Narvaez","SEA","482","339","85.5","106.1","17.9","18","5.3%","93","27.4%",".278",".259",".460",".429",".345",".330","13338"
"Dexter Fowler","STL","574","350","85.5","111.1","12.9","25","7.1%","99","28.3%",".238",".250",".409",".421",".326",".340","4062"
"Tony Wolters","COL","411","299","85.3","103.4","10.1","0","0.0%","59","19.7%",".262",".248",".329",".320",".290",".286","11470"
"Kevin Newman","PIT","531","434","85.3","107.1","8.5","9","2.1%","107","24.7%",".308",".273",".446",".374",".339",".303","17696"
"Mallex Smith","SEA","566","372","85.2","105.7","7.3","8","2.2%","74","19.9%",".227",".202",".335",".285",".278",".256","13608"
"Nicky Lopez","KCR","402","332","85.1","105.4","3.1","2","0.6%","64","19.3%",".240",".223",".325",".282",".260",".242","19339"
"Phillip Ervin","CIN","260","175","85.0","111.6","14.5","7","4.0%","52","29.7%",".271",".237",".466",".374",".334",".301","14738"
"J.P. Crawford","SEA","396","268","85.0","108.6","12.4","7","2.6%","66","24.6%",".226",".233",".371",".334",".296",".292","15491"
"Jose Peraza","CIN","403","320","84.9","109.4","17.2","1","0.3%","78","24.4%",".239",".266",".346",".363",".272",".298","13593"
"Tim Locastro","ARI","250","170","84.4","107.6","13.6","0","0.0%","33","19.4%",".250",".225",".340",".294",".314",".295","15124"
"Hanser Alberto","BAL","550","480","84.4","103.6","11.7","11","2.3%","89","18.5%",".305",".279",".422",".392",".318",".300","11902"
"Ian Kinsler","SDP","281","205","84.3","103.5","17.3","3","1.5%","48","23.4%",".217",".206",".368",".304",".277",".254","6195"
"Dee Strange-Gordon","SEA","421","341","84.2","102.5","5.8","0","0.0%","63","18.5%",".275",".250",".359",".310",".282",".263","8203"
"Josh Phegley","OAK","342","258","84.1","106.3","17.4","5","1.9%","62","24.0%",".239",".246",".411",".371",".291",".286","9308"
"Jose Iglesias","CIN","530","437","84.1","107.7","7.1","9","2.1%","102","23.3%",".288",".264",".407",".360",".306",".284","10231"
"Jarrod Dyson","ARI","452","317","83.9","105.5","9.6","5","1.6%","69","21.8%",".230",".220",".320",".294",".281",".273","4866"
"David Fletcher","LAA","653","534","83.8","104.5","9.7","1","0.2%","90","16.9%",".290",".292",".384",".371",".318",".319","17992"
"Victor Robles","WSN","617","417","83.3","110.5","16.7","19","4.6%","96","23.0%",".255",".231",".419",".368",".317",".294","18363"
"Richie Martin","BAL","309","206","83.2","107.1","9.4","5","2.4%","52","25.2%",".208",".211",".322",".301",".252",".250","17736"
"Ender Inciarte","ATL","230","159","83.0","103.3","9.6","2","1.3%","28","17.6%",".246",".232",".397",".317",".318",".291","4922"
"Billy Hamilton","- - -","353","234","80.7","99.9","15.2","0","0.0%","17","7.3%",".218",".220",".275",".261",".251",".252","10199"
